"BehaviorSpace results (NetLogo 6.1.1)"
"Wolf Sheep Predation.nlogo"
"wolf-sheep-grass-simpler"
"04/21/2020 12:31:36:944 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","wolf-gain-from-food","show-energy?","initial-number-wolves","wolf-reproduce","initial-number-sheep","model-version","sheep-gain-from-food","grass-regrowth-time","sheep-reproduce","[step]","count sheep","count wolves","count turtles"
"666","20","false","60","5","90","sheep-wolves-grass","4","20","4","1000","323","98","421"
"667","20","false","60","5","90","sheep-wolves-grass","4","20","4","1000","343","12","355"
"669","20","false","60","5","90","sheep-wolves-grass","4","20","4","1000","372","39","411"
"670","20","false","60","5","90","sheep-wolves-grass","4","20","4","1000","348","85","433"
"671","20","false","60","5","90","sheep-wolves-grass","4","20","4","1000","131","83","214"
"668","20","false","60","5","90","sheep-wolves-grass","4","20","4","1000","168","5","173"
"672","20","false","60","5","90","sheep-wolves-grass","4","20","4","1000","325","96","421"
"673","20","false","60","5","90","sheep-wolves-grass","4","20","4","1000","202","159","361"
"674","20","false","60","5","90","sheep-wolves-grass","4","20","4","1000","106","67","173"
"675","20","false","60","5","90","sheep-wolves-grass","4","20","4","1000","315","71","386"
"676","20","false","60","5","90","sheep-wolves-grass","4","20","4","1000","266","96","362"
"677","20","false","60","5","90","sheep-wolves-grass","4","20","4","1000","114","93","207"
"678","20","false","60","5","90","sheep-wolves-grass","4","20","4","1000","274","103","377"
"679","20","false","60","5","90","sheep-wolves-grass","4","20","4","1000","412","45","457"
"680","20","false","60","5","90","sheep-wolves-grass","4","20","4","1000","339","75","414"
"681","20","false","60","5","90","sheep-wolves-grass","4","30","4","1000","166","96","262"
"682","20","false","60","5","90","sheep-wolves-grass","4","30","4","1000","176","75","251"
"683","20","false","60","5","90","sheep-wolves-grass","4","30","4","1000","134","98","232"
"684","20","false","60","5","90","sheep-wolves-grass","4","30","4","1000","139","82","221"
"685","20","false","60","5","90","sheep-wolves-grass","4","30","4","1000","185","59","244"
"686","20","false","60","5","90","sheep-wolves-grass","4","30","4","1000","173","66","239"
"687","20","false","60","5","90","sheep-wolves-grass","4","30","4","1000","122","65","187"
"688","20","false","60","5","90","sheep-wolves-grass","4","30","4","1000","154","91","245"
"689","20","false","60","5","90","sheep-wolves-grass","4","30","4","1000","142","86","228"
"690","20","false","60","5","90","sheep-wolves-grass","4","30","4","1000","118","80","198"
"691","20","false","60","5","90","sheep-wolves-grass","4","30","4","1000","143","85","228"
"692","20","false","60","5","90","sheep-wolves-grass","4","30","4","1000","179","60","239"
"693","20","false","60","5","90","sheep-wolves-grass","4","30","4","1000","126","106","232"
"694","20","false","60","5","90","sheep-wolves-grass","4","30","4","1000","186","59","245"
"696","20","false","60","5","90","sheep-wolves-grass","4","30","4","1000","138","68","206"
"697","20","false","60","5","90","sheep-wolves-grass","4","30","4","1000","194","67","261"
"695","20","false","60","5","90","sheep-wolves-grass","4","30","4","1000","179","68","247"
"698","20","false","60","5","90","sheep-wolves-grass","4","30","4","1000","161","82","243"
"699","20","false","60","5","90","sheep-wolves-grass","4","30","4","1000","168","57","225"
"702","20","false","60","5","90","sheep-wolves-grass","4","40","4","1000","151","43","194"
"700","20","false","60","5","90","sheep-wolves-grass","4","30","4","1000","142","72","214"
"701","20","false","60","5","90","sheep-wolves-grass","4","40","4","1000","139","34","173"
"703","20","false","60","5","90","sheep-wolves-grass","4","40","4","1000","166","45","211"
"704","20","false","60","5","90","sheep-wolves-grass","4","40","4","1000","170","43","213"
"705","20","false","60","5","90","sheep-wolves-grass","4","40","4","1000","174","34","208"
"706","20","false","60","5","90","sheep-wolves-grass","4","40","4","1000","135","52","187"
"707","20","false","60","5","90","sheep-wolves-grass","4","40","4","1000","182","19","201"
"709","20","false","60","5","90","sheep-wolves-grass","4","40","4","1000","144","56","200"
"708","20","false","60","5","90","sheep-wolves-grass","4","40","4","1000","137","55","192"
"710","20","false","60","5","90","sheep-wolves-grass","4","40","4","1000","157","38","195"
"711","20","false","60","5","90","sheep-wolves-grass","4","40","4","1000","164","37","201"
"713","20","false","60","5","90","sheep-wolves-grass","4","40","4","1000","157","24","181"
"712","20","false","60","5","90","sheep-wolves-grass","4","40","4","1000","169","43","212"
"714","20","false","60","5","90","sheep-wolves-grass","4","40","4","1000","144","35","179"
"715","20","false","60","5","90","sheep-wolves-grass","4","40","4","1000","177","39","216"
"716","20","false","60","5","90","sheep-wolves-grass","4","40","4","1000","135","47","182"
"717","20","false","60","5","90","sheep-wolves-grass","4","40","4","1000","136","43","179"
"718","20","false","60","5","90","sheep-wolves-grass","4","40","4","1000","150","42","192"
"719","20","false","60","5","90","sheep-wolves-grass","4","40","4","1000","139","41","180"
"720","20","false","60","5","90","sheep-wolves-grass","4","40","4","1000","170","31","201"
"721","20","false","60","5","120","sheep-wolves-grass","4","20","4","1000","317","62","379"
"723","20","false","60","5","120","sheep-wolves-grass","4","20","4","1000","222","56","278"
"722","20","false","60","5","120","sheep-wolves-grass","4","20","4","1000","126","153","279"
"724","20","false","60","5","120","sheep-wolves-grass","4","20","4","1000","325","62","387"
"725","20","false","60","5","120","sheep-wolves-grass","4","20","4","1000","299","25","324"
"726","20","false","60","5","120","sheep-wolves-grass","4","20","4","1000","164","42","206"
"728","20","false","60","5","120","sheep-wolves-grass","4","20","4","1000","145","15","160"
"727","20","false","60","5","120","sheep-wolves-grass","4","20","4","1000","285","44","329"
"729","20","false","60","5","120","sheep-wolves-grass","4","20","4","1000","381","52","433"
"730","20","false","60","5","120","sheep-wolves-grass","4","20","4","1000","235","34","269"
"731","20","false","60","5","120","sheep-wolves-grass","4","20","4","1000","111","173","284"
"733","20","false","60","5","120","sheep-wolves-grass","4","20","4","1000","278","42","320"
"732","20","false","60","5","120","sheep-wolves-grass","4","20","4","1000","202","25","227"
"734","20","false","60","5","120","sheep-wolves-grass","4","20","4","1000","277","91","368"
"735","20","false","60","5","120","sheep-wolves-grass","4","20","4","1000","145","188","333"
"736","20","false","60","5","120","sheep-wolves-grass","4","20","4","1000","169","168","337"
"737","20","false","60","5","120","sheep-wolves-grass","4","20","4","1000","464","5","469"
"738","20","false","60","5","120","sheep-wolves-grass","4","20","4","1000","74","85","159"
"739","20","false","60","5","120","sheep-wolves-grass","4","20","4","1000","378","27","405"
"740","20","false","60","5","120","sheep-wolves-grass","4","20","4","1000","254","110","364"
"741","20","false","60","5","120","sheep-wolves-grass","4","30","4","1000","200","65","265"
"742","20","false","60","5","120","sheep-wolves-grass","4","30","4","1000","131","88","219"
"743","20","false","60","5","120","sheep-wolves-grass","4","30","4","1000","147","65","212"
"744","20","false","60","5","120","sheep-wolves-grass","4","30","4","1000","148","77","225"
"745","20","false","60","5","120","sheep-wolves-grass","4","30","4","1000","140","80","220"
"746","20","false","60","5","120","sheep-wolves-grass","4","30","4","1000","161","88","249"
"747","20","false","60","5","120","sheep-wolves-grass","4","30","4","1000","199","69","268"
"748","20","false","60","5","120","sheep-wolves-grass","4","30","4","1000","179","70","249"
"750","20","false","60","5","120","sheep-wolves-grass","4","30","4","1000","179","68","247"
"749","20","false","60","5","120","sheep-wolves-grass","4","30","4","1000","140","99","239"
"751","20","false","60","5","120","sheep-wolves-grass","4","30","4","1000","124","107","231"
"752","20","false","60","5","120","sheep-wolves-grass","4","30","4","1000","199","66","265"
"753","20","false","60","5","120","sheep-wolves-grass","4","30","4","1000","154","53","207"
"754","20","false","60","5","120","sheep-wolves-grass","4","30","4","1000","199","62","261"
"755","20","false","60","5","120","sheep-wolves-grass","4","30","4","1000","232","64","296"
"756","20","false","60","5","120","sheep-wolves-grass","4","30","4","1000","168","74","242"
"757","20","false","60","5","120","sheep-wolves-grass","4","30","4","1000","105","69","174"
"759","20","false","60","5","120","sheep-wolves-grass","4","30","4","1000","128","77","205"
"760","20","false","60","5","120","sheep-wolves-grass","4","30","4","1000","112","99","211"
"758","20","false","60","5","120","sheep-wolves-grass","4","30","4","1000","147","104","251"
"761","20","false","60","5","120","sheep-wolves-grass","4","40","4","1000","144","29","173"
"762","20","false","60","5","120","sheep-wolves-grass","4","40","4","1000","153","29","182"
"763","20","false","60","5","120","sheep-wolves-grass","4","40","4","1000","154","40","194"
"764","20","false","60","5","120","sheep-wolves-grass","4","40","4","1000","153","41","194"
"765","20","false","60","5","120","sheep-wolves-grass","4","40","4","1000","156","45","201"
"766","20","false","60","5","120","sheep-wolves-grass","4","40","4","1000","150","20","170"
"767","20","false","60","5","120","sheep-wolves-grass","4","40","4","1000","166","26","192"
"768","20","false","60","5","120","sheep-wolves-grass","4","40","4","1000","174","42","216"
"769","20","false","60","5","120","sheep-wolves-grass","4","40","4","1000","156","50","206"
"770","20","false","60","5","120","sheep-wolves-grass","4","40","4","1000","170","30","200"
"771","20","false","60","5","120","sheep-wolves-grass","4","40","4","1000","125","55","180"
"773","20","false","60","5","120","sheep-wolves-grass","4","40","4","1000","154","39","193"
"772","20","false","60","5","120","sheep-wolves-grass","4","40","4","1000","143","40","183"
"774","20","false","60","5","120","sheep-wolves-grass","4","40","4","1000","152","37","189"
"775","20","false","60","5","120","sheep-wolves-grass","4","40","4","1000","159","44","203"
"776","20","false","60","5","120","sheep-wolves-grass","4","40","4","1000","186","23","209"
"777","20","false","60","5","120","sheep-wolves-grass","4","40","4","1000","162","40","202"
"778","20","false","60","5","120","sheep-wolves-grass","4","40","4","1000","178","34","212"
"779","20","false","60","5","120","sheep-wolves-grass","4","40","4","1000","139","35","174"
"780","20","false","60","5","120","sheep-wolves-grass","4","40","4","1000","148","36","184"
"782","20","false","60","5","150","sheep-wolves-grass","4","20","4","1000","395","46","441"
"781","20","false","60","5","150","sheep-wolves-grass","4","20","4","1000","161","11","172"
"783","20","false","60","5","150","sheep-wolves-grass","4","20","4","1000","162","129","291"
"784","20","false","60","5","150","sheep-wolves-grass","4","20","4","1000","224","27","251"
"785","20","false","60","5","150","sheep-wolves-grass","4","20","4","1000","261","86","347"
"787","20","false","60","5","150","sheep-wolves-grass","4","20","4","1000","112","81","193"
"786","20","false","60","5","150","sheep-wolves-grass","4","20","4","1000","209","127","336"
"788","20","false","60","5","150","sheep-wolves-grass","4","20","4","1000","212","37","249"
"789","20","false","60","5","150","sheep-wolves-grass","4","20","4","1000","325","81","406"
"790","20","false","60","5","150","sheep-wolves-grass","4","20","4","1000","359","71","430"
"791","20","false","60","5","150","sheep-wolves-grass","4","20","4","1000","80","137","217"
"792","20","false","60","5","150","sheep-wolves-grass","4","20","4","1000","96","220","316"
"793","20","false","60","5","150","sheep-wolves-grass","4","20","4","1000","78","158","236"
"794","20","false","60","5","150","sheep-wolves-grass","4","20","4","1000","136","128","264"
"796","20","false","60","5","150","sheep-wolves-grass","4","20","4","1000","247","14","261"
"795","20","false","60","5","150","sheep-wolves-grass","4","20","4","1000","296","84","380"
"797","20","false","60","5","150","sheep-wolves-grass","4","20","4","1000","261","136","397"
"798","20","false","60","5","150","sheep-wolves-grass","4","20","4","1000","275","98","373"
"799","20","false","60","5","150","sheep-wolves-grass","4","20","4","1000","127","206","333"
"800","20","false","60","5","150","sheep-wolves-grass","4","20","4","1000","125","70","195"
"801","20","false","60","5","150","sheep-wolves-grass","4","30","4","1000","143","91","234"
"802","20","false","60","5","150","sheep-wolves-grass","4","30","4","1000","146","80","226"
"803","20","false","60","5","150","sheep-wolves-grass","4","30","4","1000","166","81","247"
"804","20","false","60","5","150","sheep-wolves-grass","4","30","4","1000","155","77","232"
"805","20","false","60","5","150","sheep-wolves-grass","4","30","4","1000","196","54","250"
"806","20","false","60","5","150","sheep-wolves-grass","4","30","4","1000","158","100","258"
"807","20","false","60","5","150","sheep-wolves-grass","4","30","4","1000","134","81","215"
"808","20","false","60","5","150","sheep-wolves-grass","4","30","4","1000","180","67","247"
"809","20","false","60","5","150","sheep-wolves-grass","4","30","4","1000","152","57","209"
"810","20","false","60","5","150","sheep-wolves-grass","4","30","4","1000","218","58","276"
"811","20","false","60","5","150","sheep-wolves-grass","4","30","4","1000","173","64","237"
"813","20","false","60","5","150","sheep-wolves-grass","4","30","4","1000","162","57","219"
"814","20","false","60","5","150","sheep-wolves-grass","4","30","4","1000","165","79","244"
"812","20","false","60","5","150","sheep-wolves-grass","4","30","4","1000","157","56","213"
"815","20","false","60","5","150","sheep-wolves-grass","4","30","4","1000","158","44","202"
"816","20","false","60","5","150","sheep-wolves-grass","4","30","4","1000","147","85","232"
"817","20","false","60","5","150","sheep-wolves-grass","4","30","4","1000","161","80","241"
"819","20","false","60","5","150","sheep-wolves-grass","4","30","4","1000","282","28","310"
"818","20","false","60","5","150","sheep-wolves-grass","4","30","4","1000","135","78","213"
"821","20","false","60","5","150","sheep-wolves-grass","4","40","4","1000","133","51","184"
"820","20","false","60","5","150","sheep-wolves-grass","4","30","4","1000","156","68","224"
"822","20","false","60","5","150","sheep-wolves-grass","4","40","4","1000","128","38","166"
"823","20","false","60","5","150","sheep-wolves-grass","4","40","4","1000","177","22","199"
"825","20","false","60","5","150","sheep-wolves-grass","4","40","4","1000","150","51","201"
"824","20","false","60","5","150","sheep-wolves-grass","4","40","4","1000","162","36","198"
"826","20","false","60","5","150","sheep-wolves-grass","4","40","4","1000","169","33","202"
"827","20","false","60","5","150","sheep-wolves-grass","4","40","4","1000","154","41","195"
"829","20","false","60","5","150","sheep-wolves-grass","4","40","4","1000","155","28","183"
"828","20","false","60","5","150","sheep-wolves-grass","4","40","4","1000","184","24","208"
"830","20","false","60","5","150","sheep-wolves-grass","4","40","4","1000","156","29","185"
"831","20","false","60","5","150","sheep-wolves-grass","4","40","4","1000","179","24","203"
"832","20","false","60","5","150","sheep-wolves-grass","4","40","4","1000","186","16","202"
"833","20","false","60","5","150","sheep-wolves-grass","4","40","4","1000","139","26","165"
"834","20","false","60","5","150","sheep-wolves-grass","4","40","4","1000","136","48","184"
"835","20","false","60","5","150","sheep-wolves-grass","4","40","4","1000","146","28","174"
"837","20","false","60","5","150","sheep-wolves-grass","4","40","4","1000","184","25","209"
"836","20","false","60","5","150","sheep-wolves-grass","4","40","4","1000","177","22","199"
"838","20","false","60","5","150","sheep-wolves-grass","4","40","4","1000","159","49","208"
"840","20","false","60","5","150","sheep-wolves-grass","4","40","4","1000","192","13","205"
"841","20","false","60","5","180","sheep-wolves-grass","4","20","4","1000","211","156","367"
"839","20","false","60","5","150","sheep-wolves-grass","4","40","4","1000","173","37","210"
"842","20","false","60","5","180","sheep-wolves-grass","4","20","4","1000","134","50","184"
"843","20","false","60","5","180","sheep-wolves-grass","4","20","4","1000","301","100","401"
"844","20","false","60","5","180","sheep-wolves-grass","4","20","4","1000","78","163","241"
"846","20","false","60","5","180","sheep-wolves-grass","4","20","4","1000","55","91","146"
"845","20","false","60","5","180","sheep-wolves-grass","4","20","4","1000","193","151","344"
"847","20","false","60","5","180","sheep-wolves-grass","4","20","4","1000","106","38","144"
"848","20","false","60","5","180","sheep-wolves-grass","4","20","4","1000","130","183","313"
"849","20","false","60","5","180","sheep-wolves-grass","4","20","4","1000","72","212","284"
"850","20","false","60","5","180","sheep-wolves-grass","4","20","4","1000","181","133","314"
"851","20","false","60","5","180","sheep-wolves-grass","4","20","4","1000","66","190","256"
"852","20","false","60","5","180","sheep-wolves-grass","4","20","4","1000","87","101","188"
"853","20","false","60","5","180","sheep-wolves-grass","4","20","4","1000","141","195","336"
"854","20","false","60","5","180","sheep-wolves-grass","4","20","4","1000","52","115","167"
"855","20","false","60","5","180","sheep-wolves-grass","4","20","4","1000","261","119","380"
"856","20","false","60","5","180","sheep-wolves-grass","4","20","4","1000","294","119","413"
"857","20","false","60","5","180","sheep-wolves-grass","4","20","4","1000","51","97","148"
"858","20","false","60","5","180","sheep-wolves-grass","4","20","4","1000","169","198","367"
"859","20","false","60","5","180","sheep-wolves-grass","4","20","4","1000","378","60","438"
"860","20","false","60","5","180","sheep-wolves-grass","4","20","4","1000","76","202","278"
"861","20","false","60","5","180","sheep-wolves-grass","4","30","4","1000","193","68","261"
"862","20","false","60","5","180","sheep-wolves-grass","4","30","4","1000","144","100","244"
"863","20","false","60","5","180","sheep-wolves-grass","4","30","4","1000","155","99","254"
"864","20","false","60","5","180","sheep-wolves-grass","4","30","4","1000","152","84","236"
"865","20","false","60","5","180","sheep-wolves-grass","4","30","4","1000","172","63","235"
"867","20","false","60","5","180","sheep-wolves-grass","4","30","4","1000","156","61","217"
"866","20","false","60","5","180","sheep-wolves-grass","4","30","4","1000","157","84","241"
"868","20","false","60","5","180","sheep-wolves-grass","4","30","4","1000","150","92","242"
"869","20","false","60","5","180","sheep-wolves-grass","4","30","4","1000","154","88","242"
"870","20","false","60","5","180","sheep-wolves-grass","4","30","4","1000","199","72","271"
"872","20","false","60","5","180","sheep-wolves-grass","4","30","4","1000","129","96","225"
"873","20","false","60","5","180","sheep-wolves-grass","4","30","4","1000","122","79","201"
"871","20","false","60","5","180","sheep-wolves-grass","4","30","4","1000","119","75","194"
"874","20","false","60","5","180","sheep-wolves-grass","4","30","4","1000","166","74","240"
"875","20","false","60","5","180","sheep-wolves-grass","4","30","4","1000","177","65","242"
"876","20","false","60","5","180","sheep-wolves-grass","4","30","4","1000","146","68","214"
"877","20","false","60","5","180","sheep-wolves-grass","4","30","4","1000","124","95","219"
"878","20","false","60","5","180","sheep-wolves-grass","4","30","4","1000","156","85","241"
"880","20","false","60","5","180","sheep-wolves-grass","4","30","4","1000","137","67","204"
"879","20","false","60","5","180","sheep-wolves-grass","4","30","4","1000","145","88","233"
"881","20","false","60","5","180","sheep-wolves-grass","4","40","4","1000","158","30","188"
"882","20","false","60","5","180","sheep-wolves-grass","4","40","4","1000","149","39","188"
"884","20","false","60","5","180","sheep-wolves-grass","4","40","4","1000","156","31","187"
"883","20","false","60","5","180","sheep-wolves-grass","4","40","4","1000","178","34","212"
"885","20","false","60","5","180","sheep-wolves-grass","4","40","4","1000","164","44","208"
"886","20","false","60","5","180","sheep-wolves-grass","4","40","4","1000","140","44","184"
"887","20","false","60","5","180","sheep-wolves-grass","4","40","4","1000","155","49","204"
"888","20","false","60","5","180","sheep-wolves-grass","4","40","4","1000","164","42","206"
"889","20","false","60","5","180","sheep-wolves-grass","4","40","4","1000","155","31","186"
"890","20","false","60","5","180","sheep-wolves-grass","4","40","4","1000","171","29","200"
"892","20","false","60","5","180","sheep-wolves-grass","4","40","4","1000","156","45","201"
"891","20","false","60","5","180","sheep-wolves-grass","4","40","4","1000","140","49","189"
"893","20","false","60","5","180","sheep-wolves-grass","4","40","4","1000","161","41","202"
"894","20","false","60","5","180","sheep-wolves-grass","4","40","4","1000","178","32","210"
"895","20","false","60","5","180","sheep-wolves-grass","4","40","4","1000","173","25","198"
"896","20","false","60","5","180","sheep-wolves-grass","4","40","4","1000","167","38","205"
"898","20","false","60","5","180","sheep-wolves-grass","4","40","4","1000","153","30","183"
"899","20","false","60","5","180","sheep-wolves-grass","4","40","4","1000","159","43","202"
"900","20","false","60","5","180","sheep-wolves-grass","4","40","4","1000","175","32","207"
"897","20","false","60","5","180","sheep-wolves-grass","4","40","4","1000","152","28","180"
"901","20","false","85","5","60","sheep-wolves-grass","4","20","4","1000","502","5","507"
"902","20","false","85","5","60","sheep-wolves-grass","4","20","4","1000","271","34","305"
"903","20","false","85","5","60","sheep-wolves-grass","4","20","4","1000","408","28","436"
"904","20","false","85","5","60","sheep-wolves-grass","4","20","4","1000","220","21","241"
"905","20","false","85","5","60","sheep-wolves-grass","4","20","4","1000","307","20","327"
"906","20","false","85","5","60","sheep-wolves-grass","4","20","4","1000","79","51","130"
"907","20","false","85","5","60","sheep-wolves-grass","4","20","4","1000","98","29","127"
"908","20","false","85","5","60","sheep-wolves-grass","4","20","4","1000","409","46","455"
"909","20","false","85","5","60","sheep-wolves-grass","4","20","4","1000","51","152","203"
"910","20","false","85","5","60","sheep-wolves-grass","4","20","4","1000","93","84","177"
"911","20","false","85","5","60","sheep-wolves-grass","4","20","4","1000","49","43","92"
"912","20","false","85","5","60","sheep-wolves-grass","4","20","4","1000","197","153","350"
"914","20","false","85","5","60","sheep-wolves-grass","4","20","4","1000","116","49","165"
"913","20","false","85","5","60","sheep-wolves-grass","4","20","4","1000","141","36","177"
"915","20","false","85","5","60","sheep-wolves-grass","4","20","4","1000","173","188","361"
"916","20","false","85","5","60","sheep-wolves-grass","4","20","4","1000","359","29","388"
"917","20","false","85","5","60","sheep-wolves-grass","4","20","4","1000","179","95","274"
"918","20","false","85","5","60","sheep-wolves-grass","4","20","4","1000","291","38","329"
"919","20","false","85","5","60","sheep-wolves-grass","4","20","4","1000","67","235","302"
"920","20","false","85","5","60","sheep-wolves-grass","4","20","4","1000","68","118","186"
"921","20","false","85","5","60","sheep-wolves-grass","4","30","4","1000","164","70","234"
"922","20","false","85","5","60","sheep-wolves-grass","4","30","4","1000","177","82","259"
"923","20","false","85","5","60","sheep-wolves-grass","4","30","4","1000","146","75","221"
"925","20","false","85","5","60","sheep-wolves-grass","4","30","4","1000","189","71","260"
"926","20","false","85","5","60","sheep-wolves-grass","4","30","4","1000","147","76","223"
"924","20","false","85","5","60","sheep-wolves-grass","4","30","4","1000","185","45","230"
"927","20","false","85","5","60","sheep-wolves-grass","4","30","4","1000","128","113","241"
"928","20","false","85","5","60","sheep-wolves-grass","4","30","4","1000","126","112","238"
"929","20","false","85","5","60","sheep-wolves-grass","4","30","4","1000","178","70","248"
"931","20","false","85","5","60","sheep-wolves-grass","4","30","4","1000","211","66","277"
"930","20","false","85","5","60","sheep-wolves-grass","4","30","4","1000","149","94","243"
"932","20","false","85","5","60","sheep-wolves-grass","4","30","4","1000","126","89","215"
"933","20","false","85","5","60","sheep-wolves-grass","4","30","4","1000","143","87","230"
"934","20","false","85","5","60","sheep-wolves-grass","4","30","4","1000","131","99","230"
"935","20","false","85","5","60","sheep-wolves-grass","4","30","4","1000","150","78","228"
"936","20","false","85","5","60","sheep-wolves-grass","4","30","4","1000","155","77","232"
"937","20","false","85","5","60","sheep-wolves-grass","4","30","4","1000","159","90","249"
"938","20","false","85","5","60","sheep-wolves-grass","4","30","4","1000","127","73","200"
"939","20","false","85","5","60","sheep-wolves-grass","4","30","4","1000","166","75","241"
"940","20","false","85","5","60","sheep-wolves-grass","4","30","4","1000","167","77","244"
"941","20","false","85","5","60","sheep-wolves-grass","4","40","4","1000","160","31","191"
"942","20","false","85","5","60","sheep-wolves-grass","4","40","4","1000","153","41","194"
"943","20","false","85","5","60","sheep-wolves-grass","4","40","4","1000","157","30","187"
"944","20","false","85","5","60","sheep-wolves-grass","4","40","4","1000","154","27","181"
"945","20","false","85","5","60","sheep-wolves-grass","4","40","4","1000","165","44","209"
"946","20","false","85","5","60","sheep-wolves-grass","4","40","4","1000","165","44","209"
"948","20","false","85","5","60","sheep-wolves-grass","4","40","4","1000","142","42","184"
"949","20","false","85","5","60","sheep-wolves-grass","4","40","4","1000","172","44","216"
"947","20","false","85","5","60","sheep-wolves-grass","4","40","4","1000","126","40","166"
"950","20","false","85","5","60","sheep-wolves-grass","4","40","4","1000","199","0","199"
"951","20","false","85","5","60","sheep-wolves-grass","4","40","4","1000","200","21","221"
"952","20","false","85","5","60","sheep-wolves-grass","4","40","4","1000","161","32","193"
"954","20","false","85","5","60","sheep-wolves-grass","4","40","4","1000","154","34","188"
"953","20","false","85","5","60","sheep-wolves-grass","4","40","4","1000","162","39","201"
"955","20","false","85","5","60","sheep-wolves-grass","4","40","4","1000","152","48","200"
"956","20","false","85","5","60","sheep-wolves-grass","4","40","4","1000","195","24","219"
"957","20","false","85","5","60","sheep-wolves-grass","4","40","4","1000","120","51","171"
"958","20","false","85","5","60","sheep-wolves-grass","4","40","4","1000","157","23","180"
"959","20","false","85","5","60","sheep-wolves-grass","4","40","4","1000","172","27","199"
"960","20","false","85","5","60","sheep-wolves-grass","4","40","4","1000","178","27","205"
"961","20","false","85","5","90","sheep-wolves-grass","4","20","4","1000","154","184","338"
"962","20","false","85","5","90","sheep-wolves-grass","4","20","4","1000","228","11","239"
"963","20","false","85","5","90","sheep-wolves-grass","4","20","4","1000","460","32","492"
"964","20","false","85","5","90","sheep-wolves-grass","4","20","4","1000","93","67","160"
"965","20","false","85","5","90","sheep-wolves-grass","4","20","4","1000","59","31","90"
"966","20","false","85","5","90","sheep-wolves-grass","4","20","4","1000","395","43","438"
"967","20","false","85","5","90","sheep-wolves-grass","4","20","4","1000","261","59","320"
"968","20","false","85","5","90","sheep-wolves-grass","4","20","4","1000","67","171","238"
"969","20","false","85","5","90","sheep-wolves-grass","4","20","4","1000","200","8","208"
"971","20","false","85","5","90","sheep-wolves-grass","4","20","4","1000","78","35","113"
"970","20","false","85","5","90","sheep-wolves-grass","4","20","4","1000","404","38","442"
"972","20","false","85","5","90","sheep-wolves-grass","4","20","4","1000","110","45","155"
"973","20","false","85","5","90","sheep-wolves-grass","4","20","4","1000","104","111","215"
"974","20","false","85","5","90","sheep-wolves-grass","4","20","4","1000","204","137","341"
"976","20","false","85","5","90","sheep-wolves-grass","4","20","4","1000","145","34","179"
"975","20","false","85","5","90","sheep-wolves-grass","4","20","4","1000","102","200","302"
"977","20","false","85","5","90","sheep-wolves-grass","4","20","4","1000","60","34","94"
"978","20","false","85","5","90","sheep-wolves-grass","4","20","4","1000","375","46","421"
"979","20","false","85","5","90","sheep-wolves-grass","4","20","4","1000","242","83","325"
"981","20","false","85","5","90","sheep-wolves-grass","4","30","4","1000","169","48","217"
"980","20","false","85","5","90","sheep-wolves-grass","4","20","4","1000","114","28","142"
"982","20","false","85","5","90","sheep-wolves-grass","4","30","4","1000","147","90","237"
"983","20","false","85","5","90","sheep-wolves-grass","4","30","4","1000","173","58","231"
"984","20","false","85","5","90","sheep-wolves-grass","4","30","4","1000","163","81","244"
"985","20","false","85","5","90","sheep-wolves-grass","4","30","4","1000","202","61","263"
"986","20","false","85","5","90","sheep-wolves-grass","4","30","4","1000","215","69","284"
"987","20","false","85","5","90","sheep-wolves-grass","4","30","4","1000","171","78","249"
"988","20","false","85","5","90","sheep-wolves-grass","4","30","4","1000","174","63","237"
"989","20","false","85","5","90","sheep-wolves-grass","4","30","4","1000","157","62","219"
"990","20","false","85","5","90","sheep-wolves-grass","4","30","4","1000","120","74","194"
"991","20","false","85","5","90","sheep-wolves-grass","4","30","4","1000","161","69","230"
"992","20","false","85","5","90","sheep-wolves-grass","4","30","4","1000","160","103","263"
"994","20","false","85","5","90","sheep-wolves-grass","4","30","4","1000","158","79","237"
"993","20","false","85","5","90","sheep-wolves-grass","4","30","4","1000","158","85","243"
"995","20","false","85","5","90","sheep-wolves-grass","4","30","4","1000","153","97","250"
"996","20","false","85","5","90","sheep-wolves-grass","4","30","4","1000","171","85","256"
"997","20","false","85","5","90","sheep-wolves-grass","4","30","4","1000","160","71","231"
"998","20","false","85","5","90","sheep-wolves-grass","4","30","4","1000","194","67","261"
"999","20","false","85","5","90","sheep-wolves-grass","4","30","4","1000","143","78","221"
"1000","20","false","85","5","90","sheep-wolves-grass","4","30","4","1000","158","56","214"
"1001","20","false","85","5","90","sheep-wolves-grass","4","40","4","1000","171","34","205"
"1003","20","false","85","5","90","sheep-wolves-grass","4","40","4","1000","138","42","180"
"1002","20","false","85","5","90","sheep-wolves-grass","4","40","4","1000","180","32","212"
"1004","20","false","85","5","90","sheep-wolves-grass","4","40","4","1000","192","24","216"
"1005","20","false","85","5","90","sheep-wolves-grass","4","40","4","1000","159","38","197"
"1006","20","false","85","5","90","sheep-wolves-grass","4","40","4","1000","146","60","206"
"1007","20","false","85","5","90","sheep-wolves-grass","4","40","4","1000","165","21","186"
"1008","20","false","85","5","90","sheep-wolves-grass","4","40","4","1000","177","38","215"
"1009","20","false","85","5","90","sheep-wolves-grass","4","40","4","1000","157","34","191"
